"Created Date","Record Number","Record Type","Status","Address","Property/Project Name","Description","Expiration Date",
"03/08/2023","SDOTTREE0005011","Tree - Plant/Prune/Remove","Closed","6737    2ND  AVE  NW  SEATTLE","MAASS - 6737 2ND AVE NW - REMOVE","Remove cherry blossom tree in parking strip. Replace within one year with suitable tree from approved street tree list. Tree shall be suitable for the site conditions. Planting shall adhere to all spacing  guidelines. Prior to planting perform an 811 locate to mark all underground utilities. Post-planting, follow up with SDOT Urban Forestry for inventorying and quality assurance.","03/12/2024",
"03/07/2023","SDOTTREE0005006","Tree - Plant/Prune/Remove","Additional Info Requested","1417    BELMONT  AVE   SEATTLE","1417 BELMONT AVE - REMOVE","Tree is growing sideways in the planting strip into the sidewalk path. I have witnessed UPS delivery hit their head on branches, confirming this is a safety hazard. An inspection was conducted on 2/9/23 by Stephanie -Ticket # 1020398We have an arborist on standby to complete the removal upon permit approval.We appreciate a rapid response due to the hazardous nature of the growth. Thank you.",,
"03/06/2023","SDOTTREE0004998","Tree - Plant/Prune/Remove","Issued","3256    21ST  AVE  W  SEATTLE","3256 21ST AVE W - SUSIP0000527","6 NEW ROWHOUSES WITH PARKING","08/25/2025",
"03/06/2023","SDOTTREE0004999","Tree - Plant/Prune/Remove","Closed","5563   S  HOLLY  ST   SEATTLE","KRETSCHMER - 5563 S HOLLY ST - PRUNE","Applicant Notes:Take off two 6 inch  branches on Deodar to South of driveway entrance. See Photo for specifics-----------------------------SDOT Permit Notes, AF:Remove two low branches from one Deodar Cedar located in the ROW at 5563 S Holly St to the south of the driveway entrance, as indicated in applicant notes and attached photographs. Other pruning not to exceed 10% of live crown area is also approved if necessary. All pruning to conform with A300 pruning standard.","06/11/2023",
"03/06/2023","SDOTTREE0003541-A001","Trees - Revision Amendment","Withdrawn","4862    CORSON  AVE  S  SEATTLE","YU - 4862 CORSON AVE S - PLANT","Planting 1 Pink dogwood and 1 Crabapple tree on planting strip behind house on 12th Ave S.  PLANT 2 CITY APPROVED STREET TREES TO CITY OF SEATTLE STANDARDS.  CALL 811 BEFORE DIGGING.  TREES TO BE PLANTED A MINIMUM OF 15' APART, 5' FROM ALL UNDERGROUND UTILITIES, AND 5' FROM PROPERTY LINE.",,
"03/06/2023","SDOTTREE0003541-A002","Trees - Revision Amendment","Closed","4862    CORSON  AVE  S  SEATTLE","YU - 4862 CORSON AVE S - PLANT","Planting 1 Pink dogwood and 1 Crabapple tree on planting strip behind house on 12th Ave S.  PLANT 2 CITY APPROVED STREET TREES TO CITY OF SEATTLE STANDARDS.  CALL 811 BEFORE DIGGING.  TREES TO BE PLANTED A MINIMUM OF 15' APART, 5' FROM ALL UNDERGROUND UTILITIES, AND 5' FROM PROPERTY LINE.",,
"03/06/2023","SDOTTREE0005000","Tree - Plant/Prune/Remove","Closed","2001    8TH  AVE   SEATTLE","KILROY REALTY CORP - 2001 8th Ave - Prune","BotanicalTree PruningThree Horse Chestnut Trees (along Westlake ave planting strip) SDOT inventory #: TRE-100897, TRE-1084349, TRE-100894 Pruning Objective: -Clear away from awning and building -Clear ROW Pruning Treatment: -Remove several large east branches, up to 4"" diameter cuts from north and south trees. Reduce other branches as needed to minimize overhang of awning. There will still be some minor overhang. -Middle tree is stressed and smaller, we will only perform minor pruning -Perform minor branch reductions and removals as needed to meet ROW clearance. We will not be working on any branches in proximity to the streetcar lines. Pruning Dose: -No more than 20% of the total live foliage to be removed -Cleanup and haul away all wood and debris -Major Pruning, SDOT permit neededTree PruningTwo service berries (planting strip on Westlake) SDOT Inventory# TRE-1138752, TRE-1138751 Pruning Objective: -Clear away from the street and sidewalk -Clear awning -Improve appearance Pruning Treatment: -Reduce or remove branches for 14' of clearance for the street and 8' of clearance for the sidewalk -Reduce a few SE branches for about 3' of clearance for the awning -Remove dead branches Pruning Dose: -No more than 15% of the total live foliage to be removed -Major pruning, SDOT -Cleanup and haul away all wood and debrisTree PruningDogwoods (planting strip on Virginia) SDOT Inventory:TRE-1088475, TRE-1088474 Pruning Objective: -Improve appearance -Clear street, sidewalk and awning Pruning Treatment: -Reduce branches to clear the awning by about 2' -Reduce branches on the street side as much as reasonably possible -Reduce or remove branches as needed to raise to 8' over the sidewalk Pruning Dose: -No more than 25% of the total live foliage to be removed -SDOT Major pruning -Cleanup and haul away all wood and debris**HUB SCHEDULED: •	2001 8th Ave - SDOTTREE0005000 - 6/11/23 - 9am-3pm - Scheduledo	Conservation Tree Care pruning along three frontages: i) Westlake Ave between 7th Ave and Lenora St, east sidewalk and parking lane closure with no impacts to Streetcar tracks. ii) Virginia St between 7th Ave and 8th Ave, north parking lane closure with no impacts to sidewalk or travel lanes. iii) 8th Ave between Virginia St and Lenora St, west parking lane closure with no impacts to sidewalk or travel lanes. Conservation Tree Care must coordinate with SDOT Public Space Management (PSM) at least 30-days in advance for weekday impacts to food vendor located on 8th Ave just south of Lenora St (SUVEND0000768). Contact SDOT PSM at public.space@seattle.gov.**","06/11/2023",
"03/06/2023","SDOTTREE0005001","Tree - Plant/Prune/Remove","In Process","922   N  97TH  ST   SEATTLE","922 N 97th St_Conceptual Approval","Conceptual approval for street trees.",,
"03/06/2023","SDOTTREE0005002","Tree - Plant/Prune/Remove","Closed","6754    11TH  AVE  NW  SEATTLE","Slattery - 6754 11th Ave NW - Pruning","-One Cherry tree located in the planting strip. 28"" DSH>>Prune for health and structure.>>Prune for street and sidewalk clearance.>>Prune for increased wire clearance without ruining form.","05/18/2023",
"03/06/2023","SDOTTREE0005003","Tree - Plant/Prune/Remove","Issued","5738    28TH  AVE  NE  SEATTLE","Burns - 5738 28th Ave NE - Remove, Grind, Replant","Remove two fruiting plum trees located in the ROW. Grind stumps below grade to allow for future replanting. Prior to grinding perform an 811 locate to mark all underground utilities.Within one year of removal plant 2 replacement trees. SDOT SPACING STANDARDS: street trees shall be planted according to the following guidelines: 3½ feet back from the face of the curb, 5 feet from all underground utility lines (Call 811 to locate lines), 10 feet from power poles, 7 ½ feet from driveways (10 feet recommended), 20 feet from streetlights and other existing trees, 30 feet from street intersections (avoid driver sightline issues). GENERAL PLANTING SPECIFICATIONS: Species to be planted shall be selected from the approved street tree list & shall be suitable for the site conditions. Planting shall adhere to spacing guidelines. Prior to planting perform an 811 locate to mark all underground utilities.","03/12/2024",
"03/06/2023","SDOTTREE0005004","Tree - Plant/Prune/Remove","Closed","202    HAYES  ST   SEATTLE","Butz - 202 HAYES ST - Pruning","Pruning will follow ANSI A300. Arborists adhering to the ANSI A300 pruning standard will not: leave branch stubs, make unnecessary heading cuts, cut off the branch collar (not make a flush cut), top or lion's tail trees (stripping a branch from the inside leaving foliage just at the ends), remove more than 25 percent of the foliage of a single branch. Reduce all conflicting branches as needed to maintain 2-4ft of clearance to/over the house, maintain standard clearances over right of way, remove all large dead branches, remove crossing/rubbing branches","05/18/2023",
"03/06/2023","SDOTTREE0005005","Tree - Plant/Prune/Remove","Issued","320   N  85TH  ST   SEATTLE","SP GREENWOOD - 320 N 85th St. - REMOVE","Dead SDOT Maple tree (Acer rubrum) removal (TRE-24463) located along N 85TH ST in-between Greenwood AVE N and Phinney AVE N. Only dead Maple tree among the other five maples on the block.","05/02/2023",
"03/05/2023","SDOTTREE0004997","Tree - Plant/Prune/Remove","In Process","1901   N  45TH  ST   SEATTLE","1901 N 45TH ST - SUSIP0000558","Project has current submittals with City of Seattle...SDCI#3037901-LU. Project consists of 2 parcels and will entail construction of an apartment building. 3 existing street trees along 45th will be removed and replaced with 2 new street trees. There are 2 existing trees along Burke. One of them will be retained, the other will be removed with 1 new street tree to be installed.",,
"03/02/2023","SDOTTREE0004989","Tree - Plant/Prune/Remove","In Process","7116    44TH  AVE  S  SEATTLE","7116 44TH AVE S","6 NEW UNITS WITH PARKING",,
"03/02/2023","SDOTTREE0004990","Tree - Plant/Prune/Remove","In Process","901    LENORA  ST   SEATTLE","901 Lenora Street - SUSIP0000630","This project proposes a new 11-story above-grade building located at the corner of 9th Avenue, and Lenora Street with 4 levels of below-grade structure. An existing 21.8"" CAL. Gleditsia triacanthos/ Honey Locust will remain and be preserved on Lenora Street. (3) Large street trees and groundcover shrub plantings will be provided on Lenora Street. (2) Medium/large trees, (4) small/medium trees, and (2) small trees will be provided on 9th Avenue along with groundcover shrub plantings.",,
"03/02/2023","SDOTTREE0004991","Tree - Plant/Prune/Remove","Issued","6101    RAVENNA  AVE  NE  SEATTLE","Chan - 6101 Ravenna Ave NE - Removal","Remove one High Risk Hazardous Bigleaf-maple tree (Acer macrophyllum) located in the unimproved ROW along the side yard. No replanting required due to lack of suitable planting space and existing canopy coverage.","04/01/2023",
"03/02/2023","SDOTTREE0004992","Tree - Plant/Prune/Remove","Closed","2120    8TH  AVE  N  SEATTLE","The Regatta Condo Association - 2120 8th Ave N - Pruning","Project Goal:-Provide clearance to neighboring properties and pathways while maintaining good tree structure and health.Pruning Specifications:-One group of cherry laurel shrubs: Rejuvenation pruning-Two non-exceptional volunteer cherry trees: Prune to reduce leader to allow secondary scaffold branch to become the dominant leader-Six flowering cherry trees: Reduce shoots to previous heading cuts*Note: there is an approved permit in the system for Ballard Tree Service to prune some of these trees, but the client will now be using Seattle Tree Care. SDOTTREE0004779","05/12/2023",
"03/02/2023","SDOTTREE0004993","Tree - Plant/Prune/Remove","Issued","6719    EARL  AVE  NW  SEATTLE","HILLSON - 6719 EARL AVE NW - PLANT","Species to be planted shall be selected from the approved street tree list & shall be suitable for the site conditions. Planting shall adhere to all spacing  guidelines. Tree should be watered throughout hot summer months to ensure establishment. Planting in either Spring or Fall provides for the best success in getting a new tree established. Prior to planting perform an 811 locate to mark all underground utilities. Post-planting, follow up with SDOT Urban Forestry for inventorying and quality assurance. Remove weeds and grass and add beauty bark and plant 1 Venus Dogwood trees in the planting strip in front of my house (6719 Earl Ave NW) between driveways. I believe this spot is the only house that doesn't currently have trees planted on the planting strip on the block. The sidewalk will remain open. Purpose is to increase green factor and street trees.","05/03/2024",
"03/02/2023","SDOTTREE0004994","Tree - Plant/Prune/Remove","Closed","2632    35TH  AVE  W  SEATTLE","Seaton - 2632 35th Ave W - Pruning","Pruning Objective:To improve health / aesthetics / increase clearance to surrounding .Pruning Specifications:- Boxelder tree (Acer negundo) located in the planting strip. 18"" DSHProper reduction to improve structure and clearance to street, sidewalk and neighboring propertyImprove structure and reduce risk of branches failing by select branch removal of dead, broken, defective and crossing branches (2-4"" cuts)","05/14/2023",
"03/02/2023","SDOTTREE0004995","Tree - Plant/Prune/Remove","Issued","2553    24TH  AVE  E  SEATTLE","Odom - 2553 24th Ave E - Remove, Grind, & Replant","Tree to Remove:-One dead Plum tree located in the planting strip. 8"" DSH *SDOT UF NOTES: REPLANTING REQUIRED PER SMC 15.43.030. ADDITIONAL REPLANTING INFO PROVIDED VIA EMAIL IN COMMS TAB.*","04/14/2023",
"03/02/2023","SDOTTREE0004996","Tree - Plant/Prune/Remove","Issued","1804    14TH  AVE  S  SEATTLE","HEWAT - 1804 14TH AVE S - REMOVE","Applicant Notes:This is an application to remove a tree in an unopened street R.O.W.  The tree has been reviewed by a arborist and is situated close to private property, new construction, a public sidewalk and bus stop all with close proximity to a busy playground and arterial.  Seattle City staff (Nolan and Anne-Marie)has awareness of the tree and will hopefully be able to expedite review as this was originally submitted as a Hazardous Tree Removal application.--------------------------SDOT Permit Notes, AF:Remove one Western Red Cedar with large defect in low trunk in the unopened ROW to the north of 1804 14th Ave as stated in the applicant notes. Applicant and arborist are responsible for any communication with Seattle City Light if needed for make ready pruning or work which may take place near OH primary powerlines. Leave a short snag for habitat from the main stem or cut to low stump. Grinding optional due to proximity to shed.Replant one replacement tree of comparable mature size in the ROW. Recommend planting multiple small (1-2 gallon) native conifers rather than one larger tree to increase the likelihood of establishment. All planting to conform to ANSI A300 Part 6 Planting standards, and SDOT Street Tree Manual. Call 811 or visit https://wa.itic.occinc.com/ to schedule a utility locate before digging.SDOT SPACING STANDARDS: street trees shall be planted according to the following guidelines: 3½ feet back from the face of the curb, 5 feet from all underground utility lines (Call 811 to locate lines), 10 feet from power poles, 7 ½ feet from driveways (10 feet recommended), 20 feet from street lights and other existing trees, 30 feet from street intersections (avoid driver sightline issues).  GENERAL PLANTING SPECIFICATIONS: Species to be planted shall be selected from the approved street tree list & shall be suitable for the site conditions. Planting shall adhere to spacing guidelines. Prior to planting perform an 811 locate to mark all underground utilities.","05/08/2024",
